,zone,pole,lat,lng
602,Downtown,2-400E1,32.709963,-117.162631
603,Downtown,2-400E2,32.709803,-117.162701
604,Downtown,2-400W,32.710074,-117.163021
605,Downtown,2-400W1,32.709824,-117.163029
606,Downtown,2-400W2,32.710074,-117.163021
607,Downtown,2-500E,32.710844,-117.162758
608,Downtown,2-500W1,32.711031,-117.16294
609,Downtown,2-500W2,32.71074,-117.162813
610,Downtown,2-600W,32.71037,-117.159337
611,Downtown,2-601,32.711591,-117.162781
612,Downtown,2-603,32.71165,-117.162782
613,Downtown,2-605,32.71171,-117.162783
614,Downtown,2-613,32.711947,-117.162788
615,Downtown,2-615,32.712086,-117.16279
616,Downtown,2-617,32.712204,-117.162793
617,Downtown,2-619,32.712323,-117.162795
618,Uptown,2000-05-01 00:00:00,32.726284,-117.160353
619,Uptown,2002-05-01 00:00:00,32.726323,-117.160353
620,Uptown,2004-05-01 00:00:00,32.72638,-117.160354
621,Uptown,2006-05-01 00:00:00,32.726418,-117.160354
622,Uptown,2007-05-01 00:00:00,32.726457,-117.160172
623,Uptown,2008-05-01 00:00:00,32.726513,-117.160355
624,Uptown,2009-05-01 00:00:00,32.726552,-117.160173
625,Uptown,2010-05-01 00:00:00,32.726609,-117.160355
626,Uptown,2011-05-01 00:00:00,32.726648,-117.160174
627,Uptown,2012-05-01 00:00:00,32.726704,-117.160356
628,Uptown,2013-05-01 00:00:00,32.726743,-117.160174
629,Uptown,2014-05-01 00:00:00,32.7268,-117.160357
630,Uptown,2015-05-01 00:00:00,32.726839,-117.160175
631,Uptown,2016-05-01 00:00:00,32.726895,-117.160358
632,Uptown,2017-05-01 00:00:00,32.726934,-117.160176
633,Uptown,2018-05-01 00:00:00,32.72699,-117.160358
634,Uptown,2019-05-01 00:00:00,32.727029,-117.160176
635,Uptown,2020-05-01 00:00:00,32.727086,-117.160359
636,Uptown,2021-05-01 00:00:00,32.727125,-117.160177
637,Uptown,5-2000,32.726284,-117.160353
638,Uptown,5-2000W,32.726644,-117.160352
639,Uptown,5-2001,32.727125,-117.160177
640,Uptown,5-2002,32.726323,-117.160353
641,Uptown,5-2003,32.727125,-117.160177
642,Uptown,5-2004,32.72638,-117.160354
643,Uptown,5-2005,32.727125,-117.160177
644,Uptown,5-2006,32.726418,-117.160354
645,Uptown,5-2007,32.726457,-117.160172
646,Uptown,5-2008,32.726513,-117.160355
647,Uptown,5-2009,32.726552,-117.160173
648,Uptown,5-2010,32.726609,-117.160355
649,Uptown,5-2011,32.726648,-117.160174
650,Uptown,5-2012,32.726704,-117.160356
651,Uptown,5-2013,32.726743,-117.160174
652,Uptown,5-2014,32.7268,-117.160357
653,Uptown,5-2015,32.726839,-117.160175
654,Uptown,5-2016,32.726895,-117.160358
655,Uptown,5-2017,32.726934,-117.160176
656,Uptown,5-2018,32.72699,-117.160358
657,Uptown,5-2019,32.727029,-117.160176
658,Uptown,5-2020,32.727086,-117.160359
659,Uptown,5-2021,32.727125,-117.160177
660,Uptown,2005-04-01 00:00:00,32.726336,-117.161085
661,Uptown,2007-04-01 00:00:00,32.726451,-117.161086
662,Uptown,2009-04-01 00:00:00,32.726566,-117.161087
663,Uptown,2011-04-01 00:00:00,32.7267,-117.161088
664,Uptown,2013-04-01 00:00:00,32.726749,-117.161062
665,Uptown,2015-04-01 00:00:00,32.726749,-117.161062
666,Uptown,2017-04-01 00:00:00,32.726869,-117.161072
667,Uptown,2019-04-01 00:00:00,32.726815,-117.161089
668,Uptown,2021-04-01 00:00:00,32.726929,-117.161089
669,Uptown,2023-04-01 00:00:00,32.727044,-117.16109
670,Uptown,4-2000E,32.719187,-117.144733
671,Uptown,4-2005,32.726336,-117.161085
672,Uptown,4-2007,32.726451,-117.161086
673,Uptown,4-2009,32.726566,-117.161087
674,Uptown,4-2011,32.7267,-117.161088
675,Uptown,4-2013,32.726749,-117.161062
676,Uptown,4-2015,32.726749,-117.161062
677,Uptown,4-2017,32.726869,-117.161072
678,Uptown,4-2019,32.726815,-117.161089
679,Uptown,4-2021,32.726929,-117.161089
680,Uptown,4-2023,32.727044,-117.16109
681,Uptown,2100-04-01 00:00:00,32.727358,-117.161275
682,Uptown,2102-04-01 00:00:00,32.727435,-117.161276
683,Uptown,2104-04-01 00:00:00,32.727531,-117.161277
684,Uptown,2106-04-01 00:00:00,32.727607,-117.161278
685,Uptown,2108-04-01 00:00:00,32.727703,-117.161279
686,Uptown,2110-04-01 00:00:00,32.72778,-117.161279
687,Uptown,2114-04-01 00:00:00,32.727876,-117.16128
688,Uptown,2116-04-01 00:00:00,32.727953,-117.161281
689,Uptown,2120-04-01 00:00:00,32.728049,-117.161282
690,Uptown,4-2100,32.727358,-117.161275
691,Uptown,4-2100E,32.727699,-117.161101
692,Uptown,4-2102,32.727435,-117.161276
693,Uptown,4-2104,32.727531,-117.161277
694,Uptown,4-2106,32.727607,-117.161278
695,Uptown,4-2108,32.727703,-117.161279
696,Uptown,4-2110,32.72778,-117.161279
697,Uptown,4-2112,32.728049,-117.161282
698,Uptown,4-2114,32.727876,-117.16128
699,Uptown,4-2116,32.727953,-117.161281
700,Uptown,4-2120,32.728049,-117.161282
701,Uptown,2100-05-01 00:00:00,32.727382,-117.160361
702,Uptown,2102-05-01 00:00:00,32.727516,-117.160361
703,Uptown,2104-05-01 00:00:00,32.727631,-117.160362
704,Uptown,2108-05-01 00:00:00,32.727676,-117.160178
705,Uptown,2110-05-01 00:00:00,32.72768,-117.160196
706,Uptown,2112-05-01 00:00:00,32.727768,-117.160223
707,Uptown,2114-05-01 00:00:00,32.727775,-117.160212
708,Uptown,2119-05-01 00:00:00,32.727747,-117.16018
709,Uptown,2121-05-01 00:00:00,32.727862,-117.16018
710,Uptown,2122-05-01 00:00:00,32.72798,-117.160373
711,Uptown,2123-05-01 00:00:00,32.727977,-117.160181
712,Uptown,2125-05-01 00:00:00,32.728092,-117.160181
713,Uptown,5-2100,32.727382,-117.160361
714,Uptown,5-2100W,32.727708,-117.160337
715,Uptown,5-2102,32.727516,-117.160361
716,Uptown,5-2104,32.727631,-117.160362
717,Uptown,5-2108,32.727676,-117.160178
718,Uptown,5-2110,32.72768,-117.160196
719,Uptown,5-2112,32.727768,-117.160223
720,Uptown,5-2114,32.727775,-117.160212
721,Uptown,5-2119,32.727747,-117.16018
722,Uptown,5-2121,32.727862,-117.16018
723,Uptown,5-2122,32.72798,-117.160373
724,Uptown,5-2123,32.727977,-117.160181
725,Uptown,5-2125,32.728092,-117.160181
726,Uptown,2101-03-01 00:00:00,32.727317,-117.162
727,Uptown,2109-03-01 00:00:00,32.727375,-117.162
728,Uptown,2111-03-01 00:00:00,32.727451,-117.162001
729,Uptown,2113-03-01 00:00:00,32.727509,-117.162002
730,Uptown,2115-03-01 00:00:00,32.727566,-117.162002
731,Uptown,2117-03-01 00:00:00,32.727643,-117.162003
732,Uptown,2119-03-01 00:00:00,32.727701,-117.162004
733,Uptown,2121-03-01 00:00:00,32.727758,-117.162004
734,Uptown,2131-03-01 00:00:00,32.727835,-117.162005
735,Uptown,2133-03-01 00:00:00,32.727892,-117.162006
736,Uptown,2135-03-01 00:00:00,32.72795,-117.162006
737,Uptown,2137-03-01 00:00:00,32.728027,-117.162007
738,Uptown,2139-03-01 00:00:00,32.728084,-117.162008
739,Uptown,2141-03-01 00:00:00,32.728142,-117.162008
740,Uptown,3-2101,32.727411,-117.162013
741,Uptown,3-2109,32.727375,-117.162
742,Uptown,3-2111,32.727451,-117.162001
743,Uptown,3-2113,32.727509,-117.162002
744,Uptown,3-2115,32.727566,-117.162002
745,Uptown,3-2117,32.727695,-117.161969
746,Uptown,3-2119,32.727763,-117.162328
747,Uptown,3-2121,32.727851,-117.162279
748,Uptown,3-2131,32.72811,-117.162234
749,Uptown,3-2133,32.728025,-117.161972
750,Uptown,3-2135,32.727945,-117.161876
751,Uptown,3-2137,32.728133,-117.162249
752,Uptown,3-2139,32.728017,-117.161972
753,Uptown,3-2141,32.728233,-117.162251
754,Uptown,2200-05-01 00:00:00,32.728445,-117.160365
755,Uptown,2202-05-01 00:00:00,32.728579,-117.160366
756,Uptown,2210-05-01 00:00:00,32.728714,-117.160367
757,Uptown,2212-05-01 00:00:00,32.728867,-117.160369
758,Uptown,2214-05-01 00:00:00,32.729001,-117.160369
759,Uptown,2216-05-01 00:00:00,32.72933,-117.160147
760,Uptown,5-2200,32.728445,-117.160365
761,Uptown,5-2200W,32.728899,-117.160341
762,Uptown,5-2202,32.728579,-117.160366
763,Uptown,5-2210,32.728714,-117.160367
764,Uptown,5-2212,32.728867,-117.160369
765,Uptown,5-2214,32.729001,-117.160369
766,Uptown,5-2216,32.72933,-117.160147
767,Uptown,2202-04-01 00:00:00,32.728422,-117.161286
768,Uptown,2204-04-01 00:00:00,32.728556,-117.161286
769,Uptown,2208-04-01 00:00:00,32.728671,-117.161287
770,Uptown,2210-04-01 00:00:00,32.728786,-117.161288
771,Uptown,2212-04-01 00:00:00,32.728901,-117.161289
772,Uptown,2214-04-01 00:00:00,32.729036,-117.16129
773,Uptown,2216-04-01 00:00:00,32.729151,-117.161291
774,Uptown,4-2200E,32.719187,-117.144733
775,Uptown,4-2202,32.728422,-117.161286
776,Uptown,4-2204,32.728556,-117.161286
777,Uptown,4-2208,32.728671,-117.161287
778,Uptown,4-2210,32.728786,-117.161288
779,Uptown,4-2212,32.728901,-117.161289
780,Uptown,4-2214,32.729036,-117.16129
781,Uptown,4-2216,32.729151,-117.161291
782,Uptown,4-2218,32.729151,-117.161291
783,Uptown,4-2220,32.729151,-117.161291
784,Uptown,2214-03-01 00:00:00,32.728456,-117.162193
785,Uptown,2216-03-01 00:00:00,32.728628,-117.162194
786,Uptown,2220-03-01 00:00:00,32.728781,-117.162195
787,Uptown,2222-03-01 00:00:00,32.728934,-117.162196
788,Uptown,2224-03-01 00:00:00,32.729106,-117.162198
789,Uptown,3-2214,32.728456,-117.162193
790,Uptown,3-2216,32.728628,-117.162194
791,Uptown,3-2220,32.728781,-117.162195
792,Uptown,3-2222,32.728934,-117.162196
793,Uptown,3-2224,32.729106,-117.162198
794,Uptown,2300-05-01 00:00:00,32.729433,-117.160373
795,Uptown,2302-05-01 00:00:00,32.729491,-117.160374
796,Uptown,2304-05-01 00:00:00,32.729568,-117.160374
797,Uptown,2306-05-01 00:00:00,32.729626,-117.160375
798,Uptown,2307-05-01 00:00:00,32.729685,-117.160194
799,Uptown,2308-05-01 00:00:00,32.729761,-117.160376
800,Uptown,2309-05-01 00:00:00,32.72984,-117.160195
801,Uptown,2310-05-01 00:00:00,32.729916,-117.160378
802,Uptown,2311-05-01 00:00:00,32.729975,-117.160197
803,Uptown,2313-05-01 00:00:00,32.730033,-117.160197
804,Uptown,2316-05-01 00:00:00,32.730109,-117.16038
805,Uptown,2322-05-01 00:00:00,32.730187,-117.160381
806,Uptown,5-2300,32.729433,-117.160373
807,Uptown,5-2300W,32.729763,-117.16035
808,Uptown,5-2302,32.729491,-117.160374
809,Uptown,5-2304,32.729568,-117.160374
810,Uptown,5-2306,32.729626,-117.160375
811,Uptown,5-2307,32.729685,-117.160194
812,Uptown,5-2308,32.729761,-117.160376
813,Uptown,5-2309,32.72984,-117.160195
814,Uptown,5-2310,32.729916,-117.160378
815,Uptown,5-2311,32.729975,-117.160197
816,Uptown,5-2313,32.730033,-117.160197
817,Uptown,5-2316,32.730109,-117.16038
818,Uptown,5-2322,32.730187,-117.160381
819,Uptown,2302-06-01 00:00:00,32.729495,-117.159498
820,Uptown,2304-06-01 00:00:00,32.72963,-117.159498
821,Uptown,2306-06-01 00:00:00,32.729765,-117.159499
822,Uptown,2310-06-01 00:00:00,32.72992,-117.1595
823,Uptown,2320-06-01 00:00:00,32.730055,-117.1595
824,Uptown,2322-06-01 00:00:00,32.730191,-117.159501
825,Uptown,6-2302,32.729495,-117.159498
826,Uptown,6-2304,32.72963,-117.159498
827,Uptown,6-2306,32.729765,-117.159499
828,Uptown,6-2310,32.72992,-117.1595
829,Uptown,6-2320,32.730055,-117.1595
830,Uptown,6-2322,32.730191,-117.159501
831,Uptown,2401-04-01 00:00:00,32.730442,-117.161118
832,Uptown,2402-04-01 00:00:00,32.730518,-117.1613
833,Uptown,2403-04-01 00:00:00,32.730556,-117.161118
834,Uptown,2405-04-01 00:00:00,32.730613,-117.161118
835,Uptown,2407-04-01 00:00:00,32.73067,-117.161119
836,Uptown,2409-04-01 00:00:00,32.730728,-117.161119
837,Uptown,2411-04-01 00:00:00,32.730785,-117.161119
838,Uptown,2413-04-01 00:00:00,32.730842,-117.161119
839,Uptown,2414-04-01 00:00:00,32.730898,-117.161302
840,Uptown,2419-04-01 00:00:00,32.730956,-117.16112
841,Uptown,2420-04-01 00:00:00,32.731012,-117.161302
842,Uptown,2421-04-01 00:00:00,32.73107,-117.16112
843,Uptown,2422-04-01 00:00:00,32.731127,-117.161303
844,Uptown,2423-04-01 00:00:00,32.731184,-117.161121
845,Uptown,2424-04-01 00:00:00,32.731241,-117.161303
846,Uptown,2425-04-01 00:00:00,32.731298,-117.161121
847,Uptown,4-2400E,32.719187,-117.144733
848,Uptown,4-2401,32.730442,-117.161118
849,Uptown,4-2402,32.730518,-117.1613
850,Uptown,4-2403,32.730556,-117.161118
851,Uptown,4-2405,32.730613,-117.161118
852,Uptown,4-2407,32.73067,-117.161119
853,Uptown,4-2409,32.730728,-117.161119
854,Uptown,4-2411,32.730785,-117.161119
855,Uptown,4-2413,32.730842,-117.161119
856,Uptown,4-2414,32.730898,-117.161302
857,Uptown,4-2419,32.730956,-117.16112
858,Uptown,4-2420,32.731012,-117.161302
859,Uptown,4-2421,32.73107,-117.16112
860,Uptown,4-2422,32.731127,-117.161303
861,Uptown,4-2423,32.731184,-117.161121
862,Uptown,4-2424,32.731241,-117.161303
863,Uptown,4-2425,32.731298,-117.161121
864,Uptown,2405-03-01 00:00:00,32.730493,-117.162029
865,Uptown,2407-03-01 00:00:00,32.730589,-117.16203
866,Uptown,2411-03-01 00:00:00,32.730684,-117.162031
867,Uptown,2413-03-01 00:00:00,32.730779,-117.162032
868,Uptown,2417-03-01 00:00:00,32.730875,-117.162033
869,Uptown,2421-03-01 00:00:00,32.73097,-117.162034
870,Uptown,2423-03-01 00:00:00,32.731066,-117.162035
871,Uptown,2442-03-01 00:00:00,32.73116,-117.162218
872,Uptown,2444-03-01 00:00:00,32.731255,-117.162219
873,Uptown,3-2405,32.730493,-117.162029
874,Uptown,3-2407,32.730589,-117.16203
875,Uptown,3-2411,32.730684,-117.162031
876,Uptown,3-2413,32.730779,-117.162032
877,Uptown,3-2417,32.730875,-117.162033
878,Uptown,3-2421,32.73097,-117.162034
879,Uptown,3-2423,32.731066,-117.162035
880,Uptown,3-2442,32.73116,-117.162218
881,Uptown,3-2444,32.731255,-117.162219
882,Uptown,2406-05-01 00:00:00,32.730502,-117.160384
883,Uptown,2408-05-01 00:00:00,32.730578,-117.160385
884,Uptown,2410-05-01 00:00:00,32.730673,-117.160386
885,Uptown,2412-05-01 00:00:00,32.73075,-117.160387
886,Uptown,2414-05-01 00:00:00,32.730845,-117.160388
887,Uptown,2416-05-01 00:00:00,32.730921,-117.160388
888,Uptown,2418-05-01 00:00:00,32.731016,-117.160389
889,Uptown,2420-05-01 00:00:00,32.731092,-117.16039
890,Uptown,2422-05-01 00:00:00,32.731187,-117.160391
891,Uptown,2424-05-01 00:00:00,32.731263,-117.160392
892,Uptown,5-2400W,32.730735,-117.160356
893,Uptown,5-2406,32.730502,-117.160384
894,Uptown,5-2408,32.730578,-117.160385
895,Uptown,5-2410,32.730673,-117.160386
896,Uptown,5-2412,32.73075,-117.160387
897,Uptown,5-2414,32.730845,-117.160388
898,Uptown,5-2416,32.730921,-117.160388
899,Uptown,5-2418,32.731016,-117.160389
900,Uptown,5-2420,32.731092,-117.16039
901,Uptown,5-2422,32.731187,-117.160391
902,Uptown,5-2424,32.731263,-117.160392
903,Uptown,2502-05-01 00:00:00,32.731539,-117.160395
904,Uptown,2510-05-01 00:00:00,32.731616,-117.160396
905,Uptown,2512-05-01 00:00:00,32.731711,-117.160397
906,Uptown,2514-05-01 00:00:00,32.731788,-117.160397
907,Uptown,2516-05-01 00:00:00,32.731883,-117.160398
908,Uptown,2517-05-01 00:00:00,32.731961,-117.160217
909,Uptown,2519-05-01 00:00:00,32.732038,-117.160218
910,Uptown,2521-05-01 00:00:00,32.732134,-117.160219
911,Uptown,2522-05-01 00:00:00,32.732228,-117.160402
912,Uptown,2523-05-01 00:00:00,32.732306,-117.160221
913,Uptown,5-2500W,32.732036,-117.160351
914,Uptown,5-2502,32.731539,-117.160395
915,Uptown,5-2510,32.731616,-117.160396
916,Uptown,5-2512,32.731711,-117.160397
917,Uptown,5-2514,32.731788,-117.160397
918,Uptown,5-2516,32.731883,-117.160398
919,Uptown,5-2517,32.731961,-117.160217
920,Uptown,5-2519,32.732038,-117.160218
921,Uptown,5-2521,32.732134,-117.160219
922,Uptown,5-2522,32.732228,-117.160402
923,Uptown,5-2523,32.732306,-117.160221
924,Uptown,2513-04-01 00:00:00,32.731536,-117.161123
925,Uptown,2514-04-01 00:00:00,32.73165,-117.161306
926,Uptown,2515-04-01 00:00:00,32.731747,-117.161124
927,Uptown,2517-04-01 00:00:00,32.731862,-117.161125
928,Uptown,2519-04-01 00:00:00,32.731957,-117.161126
929,Uptown,2520-04-01 00:00:00,32.732071,-117.161309
930,Uptown,2521-04-01 00:00:00,32.732168,-117.161127
931,Uptown,2522-04-01 00:00:00,32.732281,-117.16131
932,Uptown,4-2500E,32.719187,-117.144733
933,Uptown,4-2513,32.731536,-117.161123
934,Uptown,4-2514,32.73165,-117.161306
935,Uptown,4-2515,32.731747,-117.161124
936,Uptown,4-2517,32.731862,-117.161125
937,Uptown,4-2519,32.731957,-117.161126
938,Uptown,4-2520,32.732071,-117.161309
939,Uptown,4-2521,32.732168,-117.161127
940,Uptown,4-2522,32.732281,-117.16131
941,Uptown,2601-04-01 00:00:00,32.732541,-117.16113
942,Uptown,2602-04-01 00:00:00,32.732617,-117.161313
943,Uptown,2603-04-01 00:00:00,32.732675,-117.161131
944,Uptown,2604-04-01 00:00:00,32.732732,-117.161313
945,Uptown,2605-04-01 00:00:00,32.732791,-117.161132
946,Uptown,2606-04-01 00:00:00,32.732867,-117.161314
947,Uptown,2607-04-01 00:00:00,32.732926,-117.161133
948,Uptown,2608-04-01 00:00:00,32.733002,-117.161315
949,Uptown,2610-04-01 00:00:00,32.73306,-117.161316
950,Uptown,2613-04-01 00:00:00,32.733119,-117.161134
951,Uptown,2616-04-01 00:00:00,32.733195,-117.161317
952,Uptown,2617-04-01 00:00:00,32.733254,-117.161135
953,Uptown,2619-04-01 00:00:00,32.733312,-117.161136
954,Uptown,2621-04-01 00:00:00,32.73337,-117.161136
955,Uptown,4-2600E,32.719187,-117.144733
956,Uptown,4-2601,32.732541,-117.16113
957,Uptown,4-2602,32.732617,-117.161313
958,Uptown,4-2603,32.732675,-117.161131
959,Uptown,4-2604,32.732732,-117.161313
960,Uptown,4-2605,32.732791,-117.161132
961,Uptown,4-2606,32.732867,-117.161314
962,Uptown,4-2607,32.732926,-117.161133
963,Uptown,4-2608,32.733002,-117.161315
964,Uptown,4-2610,32.73306,-117.161316
965,Uptown,4-2612,32.732864,-117.16131
966,Uptown,4-2613,32.733119,-117.161134
967,Uptown,4-2616,32.733195,-117.161317
968,Uptown,4-2617,32.733254,-117.161135
969,Uptown,4-2619,32.733312,-117.161136
970,Uptown,4-2621,32.73337,-117.161136
971,Uptown,2613-05-01 00:00:00,32.73298,-117.160155
972,Uptown,2615-05-01 00:00:00,32.73298,-117.160155
973,Uptown,2616-05-01 00:00:00,32.732601,-117.160405
974,Uptown,2618-05-01 00:00:00,32.732735,-117.160405
975,Uptown,2619-05-01 00:00:00,32.732831,-117.160224
976,Uptown,2620-05-01 00:00:00,32.732965,-117.160406
977,Uptown,2621-05-01 00:00:00,32.733174,-117.16019
978,Uptown,2623-05-01 00:00:00,32.733176,-117.160235
979,Uptown,2625-05-01 00:00:00,32.733284,-117.160203
980,Uptown,5-2600W,32.733223,-117.160376
981,Uptown,5-2612,32.733284,-117.160203
982,Uptown,5-2613,32.73298,-117.160155
983,Uptown,5-2614,32.733284,-117.160203
984,Uptown,5-2615,32.73298,-117.160155
985,Uptown,5-2616,32.732601,-117.160405
986,Uptown,5-2618,32.732735,-117.160405
987,Uptown,5-2619,32.732831,-117.160224
988,Uptown,5-2620,32.732965,-117.160406
989,Uptown,5-2621,32.733174,-117.16019
990,Uptown,5-2623,32.733176,-117.160235
991,Uptown,5-2625,32.733284,-117.160203
992,Uptown,2700-05-01 00:00:00,32.733667,-117.16041
993,Uptown,2702-05-01 00:00:00,32.733803,-117.160412
994,Uptown,2704-05-01 00:00:00,32.73394,-117.160413
995,Uptown,2706-05-01 00:00:00,32.734095,-117.160415
996,Uptown,2710-05-01 00:00:00,32.734232,-117.160416
997,Uptown,2712-05-01 00:00:00,32.734368,-117.160417
998,Uptown,5-2700,32.733667,-117.16041
999,Uptown,5-2700W,32.73404,-117.160382
1000,Uptown,5-2702,32.733803,-117.160412
1001,Uptown,5-2704,32.73394,-117.160413
1002,Uptown,5-2706,32.734095,-117.160415
1003,Uptown,5-2710,32.734232,-117.160416
1004,Uptown,5-2712,32.734368,-117.160417
1005,Uptown,2702-04-01 00:00:00,32.733687,-117.16132
1006,Uptown,2704-04-01 00:00:00,32.733861,-117.161322
1007,Uptown,2706-04-01 00:00:00,32.734016,-117.161323
1008,Uptown,2708-04-01 00:00:00,32.734172,-117.161324
1009,Uptown,2715-04-01 00:00:00,32.734328,-117.161143
1010,Uptown,4-2700E,32.719187,-117.144733
1011,Uptown,4-2702,32.733687,-117.16132
1012,Uptown,4-2704,32.733861,-117.161322
1013,Uptown,4-2706,32.734016,-117.161323
1014,Uptown,4-2708,32.734172,-117.161324
1015,Uptown,4-2715,32.734328,-117.161143
1016,Mid-City,28-1219,32.718652,-117.133745
1017,Mid-City,28-1221,32.718651,-117.133751
1018,Mid-City,28-1223,32.718714,-117.133758
1019,Mid-City,28-1225,32.718764,-117.13374
1020,Mid-City,28-1227,32.718716,-117.133749
1021,Mid-City,28-1229,32.718762,-117.133649
1022,Mid-City,28-1231,32.718762,-117.133666
1023,Mid-City,28-1233,32.718807,-117.133669
1024,Mid-City,28-1235,32.718807,-117.133769
1025,Uptown,2800-04-01 00:00:00,32.734644,-117.161328
1026,Uptown,2801-04-01 00:00:00,32.734703,-117.161146
